SensorTime,Sensor59,Sensor103,Sensor510,Sensor348,Sensor431,Sensor434,Sensor430,Sensor435,Sensor21,Sensor28,Sensor436,Sensor129,Sensor210,Sensor298,Sensor163,Pass_Fail
2008-10-09 20:53:00,-3.208,-0.011,69.448,0.023,16.131,10.456,1.34,4.545,-5520.25,74.3,0.876,-0.378,0.08,0.058,0.136,-1
2008-10-09 21:56:00,-2.118,-0.01,64.436,0.027,9.479,15.072,4.604,6.377,-5408.25,72.756,3.022,0.047,0.1,0.084,0.195,-1
2008-10-09 23:30:00,0.486,-0.009,48.087,0.024,15.578,11.208,26.298,10.035,-5160.0,75.0,4.228,0.047,0.089,0.067,0.144,-1
2008-10-09 23:43:00,0.339,-0.009,37.086,0.023,11.609,8.63,28.633,6.481,-5116.5,72.678,2.12,0.047,0.086,0.051,0.112,-1
2008-11-09 00:17:00,1.434,-0.01,27.083,0.025,29.198,18.104,13.63,5.089,-5400.0,72.744,1.941,-0.378,0.084,0.096,0.234,-1
2008-11-09 05:20:00,1.816,-0.009,46.003,0.023,31.228,14.017,13.448,4.234,-5763.0,75.244,3.661,0.0,0.072,0.082,0.179,-1
2008-11-09 06:04:00,0.56,-0.012,56.452,0.026,14.99,12.808,1.824,5.828,-5646.5,72.622,1.504,-0.378,0.1,0.071,0.165,-1
2008-11-09 07:43:00,-1.143,-0.006,73.294,0.025,21.0,22.319,10.588,5.777,-5544.25,76.356,2.483,0.047,0.076,0.119,0.282,-1
2008-11-09 08:06:00,5.472,-0.011,52.336,0.031,16.539,19.022,10.056,5.871,-5310.5,75.267,2.838,-0.378,0.134,0.102,0.249,-1
2008-11-09 08:58:00,-4.674,-0.009,37.155,0.025,11.958,12.107,19.136,6.187,-5377.25,72.078,4.363,-0.378,0.095,0.076,0.159,-1
2008-11-09 09:24:00,1.269,-0.009,47.503,0.03,8.444,15.174,19.552,9.471,-5528.75,72.3,2.477,0.047,0.13,0.083,0.199,-1
2008-11-09 12:47:00,1.631,-0.007,41.892,0.022,23.902,15.483,12.474,7.057,-5275.0,73.689,4.692,0.0,0.085,0.094,0.211,-1
2008-11-09 13:36:00,3.138,-0.009,44.122,0.032,17.143,12.383,9.83,8.317,-5646.0,67.533,3.398,0.0,0.122,0.066,0.162,-1
2008-11-09 14:20:00,1.91,-0.01,59.903,0.022,9.055,3.198,6.787,2.929,-6468.0,72.933,2.206,0.047,0.09,0.013,0.032,-1
2008-11-09 14:24:00,4.396,-0.011,24.102,0.024,21.228,11.97,6.182,10.273,-5645.75,71.033,3.656,0.047,0.094,0.072,0.156,-1
2008-11-09 14:31:00,2.117,-0.009,43.302,0.023,97.433,9.626,50.928,4.319,-4675.25,74.467,1.237,0.047,0.088,0.054,0.128,-1
2008-11-09 15:05:00,2.386,-0.01,72.063,0.031,14.482,4.421,10.008,6.714,-5335.5,73.278,2.423,0.0,0.111,0.028,0.058,-1
2008-11-09 15:08:00,1.288,-0.01,49.878,0.021,38.232,14.781,14.68,2.893,-5197.5,72.433,1.548,0.047,0.073,0.083,0.192,-1
2008-11-09 16:28:00,3.903,-0.011,33.922,0.022,25.946,8.689,14.171,5.673,-5892.25,75.456,2.407,0.0,0.086,0.055,0.117,-1
2008-11-09 21:13:00,-2.548,-0.009,70.914,0.024,6.809,11.945,6.67,8.31,-5322.25,72.933,3.219,-0.378,0.093,0.063,0.154,-1
2008-11-09 22:07:00,1.522,-0.01,37.118,0.028,44.572,11.855,5.635,8.703,-5536.5,74.689,4.264,0.047,0.105,0.063,0.155,1
2008-11-09 23:10:00,-0.874,-0.011,35.185,0.028,7.234,8.344,9.956,2.583,-5393.5,67.278,1.271,0.047,0.093,0.046,0.109,-1
2008-11-09 23:48:00,1.707,-0.009,45.454,0.026,9.748,10.189,11.614,4.977,-5545.25,68.611,3.971,-0.378,0.1,0.055,0.131,1
2008-12-09 05:11:00,2.198,-0.011,73.918,0.022,6.011,5.133,40.753,1.157,-6002.0,70.978,3.226,-0.142,0.076,0.031,0.068,-1
2008-12-09 05:55:00,2.422,-0.009,41.739,0.023,16.142,13.492,37.554,5.224,-6313.5,69.522,0.893,-1.135,0.088,0.083,0.178,-1
2008-12-09 06:38:00,4.956,-0.01,48.329,0.018,400.0,400.0,400.0,400.0,-1263.5,72.878,400.0,-0.142,0.075,0.424,0.849,-1
2008-12-09 06:41:00,1.871,-0.012,45.937,0.016,14.776,5.782,25.526,3.465,-5512.0,67.011,3.511,-1.135,0.051,0.036,0.073,-1
2008-12-09 06:45:00,0.736,-0.008,46.986,0.023,12.846,2.979,72.8,3.005,-4386.0,73.344,2.852,-0.142,0.087,0.019,0.038,-1
2008-12-09 07:21:00,1.281,-0.011,41.918,0.021,26.844,10.835,2.96,7.61,-5371.25,72.544,1.794,-0.568,0.08,0.064,0.143,-1
2008-12-09 07:29:00,5.532,-0.01,44.046,0.02,15.482,13.663,22.222,9.202,-5553.0,75.333,3.17,-0.568,0.074,0.074,0.181,-1
2008-12-09 07:38:00,-3.123,-0.011,45.946,0.025,38.763,17.986,14.442,6.422,-5352.25,67.411,2.287,-0.142,0.087,0.103,0.226,-1
2008-12-09 11:57:00,6.186,-0.012,62.594,0.021,11.133,6.53,19.846,3.264,-5472.0,73.678,2.036,-0.142,0.08,0.039,0.085,-1
2008-12-09 13:08:00,1.994,-0.009,68.267,0.025,8.509,8.289,16.84,4.831,-5611.75,75.367,3.415,-0.568,0.104,0.044,0.108,-1
2008-12-09 14:52:00,0.244,-0.009,57.226,0.024,23.203,12.617,12.48,4.614,-5456.75,72.856,1.502,-1.135,0.09,0.076,0.162,-1
2008-12-09 15:40:00,2.907,-0.01,59.113,0.022,40.38,11.896,50.108,7.826,-5196.75,75.233,2.657,-0.568,0.099,0.071,0.162,-1
2008-12-09 16:23:00,0.349,-0.007,42.629,0.024,20.323,12.919,20.918,5.285,-5612.5,70.011,1.575,-0.568,0.088,0.074,0.163,-1
2008-12-09 18:01:00,1.114,-0.01,58.537,0.026,12.813,15.782,33.697,4.522,-5867.0,75.722,3.67,-1.135,0.11,0.087,0.206,-1
2008-12-09 18:52:00,1.301,-0.009,19.672,0.023,10.584,9.014,27.238,5.906,-5143.5,75.089,2.938,-1.135,0.062,0.048,0.117,-1
2008-12-09 19:36:00,2.192,-0.011,29.698,0.021,58.297,15.167,25.536,5.809,-5611.75,73.122,2.484,-0.899,0.068,0.085,0.198,-1
2008-12-09 20:28:00,,-0.011,50.824,0.023,22.78,13.496,4.867,4.915,-6616.0,71.856,1.152,-0.899,0.09,0.055,0.133,-1
2008-12-09 21:12:00,0.181,-0.008,75.266,0.025,22.7,17.675,9.936,6.723,-5495.0,73.722,4.484,-1.135,0.078,0.097,0.23,-1
2008-12-09 22:25:00,0.748,-0.01,37.346,0.022,21.295,17.619,5.363,6.628,-5370.0,74.011,2.941,-1.135,0.086,0.097,0.232,-1
2008-12-09 22:45:00,2.549,-0.01,38.929,0.027,16.196,9.32,9.298,10.114,-5549.5,75.622,5.643,-0.568,0.119,0.057,0.119,-1
2008-12-09 23:28:00,-0.664,-0.008,26.046,0.021,10.12,5.888,5.422,1.923,-6417.75,73.056,4.267,-0.568,0.089,0.026,0.059,-1
2008-12-09 23:40:00,6.188,-0.011,53.766,0.019,11.919,6.858,14.907,6.095,-5440.25,71.467,3.132,-0.899,0.062,0.043,0.091,-1
2008-09-13 00:25:00,4.621,-0.01,70.264,0.024,19.228,11.792,44.217,4.479,-5563.5,74.478,2.482,-0.142,0.08,0.068,0.155,-1
2008-09-13 02:57:00,3.034,-0.012,34.896,0.018,7.306,7.761,6.234,7.2,-5470.25,73.567,2.732,-0.426,0.071,0.047,0.098,-1
2008-09-13 03:14:00,-4.206,-0.009,39.829,0.029,12.02,8.287,10.034,7.897,-5411.75,70.478,3.786,-0.899,0.112,0.046,0.105,-1
2008-09-13 09:19:00,6.173,-0.01,36.876,0.02,15.068,8.699,19.262,4.912,-5762.75,74.856,4.846,-0.568,0.069,0.049,0.115,-1
2008-09-13 10:55:00,7.316,-0.01,75.919,0.017,13.856,7.487,10.51,1.848,-5585.25,74.578,1.756,-0.426,0.067,0.044,0.096,-1
2008-09-13 11:42:00,4.592,-0.009,73.425,0.026,114.026,14.417,28.904,2.768,-5753.5,70.156,3.019,-0.426,0.095,0.079,0.188,-1
2008-09-13 11:56:00,3.227,-0.008,87.417,0.025,20.046,9.566,64.58,2.106,-4961.25,65.8,2.976,-1.135,0.11,0.06,0.128,1
2008-09-13 12:48:00,6.683,-0.01,59.406,0.025,9.558,11.88,14.822,1.642,-5505.5,71.033,1.715,-0.426,0.096,0.068,0.154,-1
2008-09-13 14:07:00,-4.664,-0.013,42.604,0.022,12.732,7.936,6.884,4.086,-5592.75,67.989,1.199,-0.426,0.084,0.042,0.102,-1
2008-09-13 16:04:00,3.594,-0.01,32.632,0.025,24.054,13.866,16.186,5.397,-5578.75,70.167,3.009,-0.899,0.097,0.079,0.178,-1
2008-09-13 16:04:00,2.418,-0.01,43.011,0.024,14.079,9.407,8.617,4.481,-5349.75,75.433,3.007,-0.426,0.08,0.052,0.119,-1
2008-09-13 20:06:00,4.621,-0.009,49.529,0.019,18.574,6.23,18.358,7.708,-5714.25,71.322,2.915,-0.142,0.062,0.042,0.082,1
2008-09-14 02:50:00,2.234,-0.01,49.809,0.022,23.118,7.417,9.498,8.206,-5538.0,73.478,0.796,0.0,0.08,0.041,0.096,-1
2008-09-14 02:59:00,5.206,-0.01,37.346,0.021,38.841,12.156,7.134,7.813,-5466.75,73.611,5.699,0.0,0.072,0.068,0.158,-1
2008-09-14 15:02:00,-0.572,-0.011,58.698,0.023,8.921,4.628,4.408,1.756,-6397.75,66.789,2.127,0.0,0.079,0.019,0.047,-1
2008-09-14 15:46:00,7.027,-0.011,25.484,0.022,14.241,8.72,9.99,4.091,-5515.5,70.3,3.498,0.0,0.077,0.047,0.11,-1
2008-09-14 16:34:00,2.114,-0.012,33.871,0.029,17.26,13.205,5.056,4.312,-5617.5,72.622,1.806,0.71,0.099,0.074,0.171,-1
2008-09-14 17:40:00,2.197,-0.01,28.846,0.022,19.082,11.505,8.754,10.725,-5517.75,74.589,4.145,0.0,0.083,0.086,0.151,-1
2008-09-14 18:27:00,4.912,-0.011,30.837,0.015,13.339,8.256,8.843,8.527,-5122.5,70.989,3.415,0.71,0.054,0.045,0.107,-1
2008-09-14 18:27:00,4.813,-0.01,47.573,0.012,13.441,5.293,6.492,2.938,-6469.5,72.344,3.278,0.71,0.048,0.024,0.053,-1
2008-09-14 19:13:00,4.444,-0.011,54.588,0.02,7.187,13.728,3.874,5.196,-5085.75,75.678,1.525,0.71,0.07,0.072,0.176,-1
2008-09-14 20:00:00,5.616,-0.01,51.358,0.02,21.111,6.163,41.667,3.868,-4764.0,75.089,0.604,0.71,0.08,0.038,0.079,-1
2008-09-14 20:43:00,2.814,-0.01,30.731,0.016,17.237,6.67,11.509,4.093,-5195.75,68.489,1.5,0.71,0.054,0.036,0.087,-1
2008-09-14 20:45:00,3.953,-0.012,35.536,0.023,23.496,5.262,17.218,5.283,-5569.75,74.0,1.906,0.71,0.082,0.031,0.067,-1
2008-09-14 21:31:00,3.448,-0.008,30.332,0.02,32.319,14.55,18.462,4.922,-5644.0,74.556,2.653,0.0,0.075,0.084,0.189,-1
2008-09-14 23:00:00,1.344,-0.014,34.432,0.021,14.978,12.992,13.941,9.801,-5250.75,72.922,2.132,-1.229,0.065,0.074,0.174,-1
2008-09-15 02:04:00,,-0.011,42.396,0.015,38.847,8.919,17.995,3.707,-5334.75,69.522,3.722,0.0,0.052,0.054,0.112,-1
2008-09-15 10:03:00,0.959,-0.01,51.242,0.025,14.401,12.863,11.192,6.839,-5209.0,70.9,3.581,0.473,0.085,0.073,0.164,-1
2008-09-15 11:40:00,5.319,-0.012,46.316,0.022,14.572,10.334,11.609,3.157,-5392.5,73.211,2.176,-0.473,0.074,0.063,0.133,-1
2008-09-15 12:27:00,-2.156,-0.013,50.623,0.036,12.247,9.196,13.831,4.851,-5494.75,75.9,2.208,-0.473,0.12,0.054,0.119,-1
2008-09-15 16:10:00,1.763,-0.011,38.782,0.018,21.32,7.933,4.801,5.329,-5436.25,74.533,3.046,-0.852,0.072,0.045,0.102,-1
2008-09-15 16:59:00,1.927,-0.013,41.691,0.018,16.449,11.559,6.652,6.163,-5472.0,74.867,2.023,-0.852,0.065,0.064,0.149,-1
2008-09-15 19:54:00,1.233,-0.01,27.02,0.026,1.606,11.835,6.804,4.629,-5481.75,72.633,1.869,-0.095,0.104,0.065,0.154,-1
2008-09-15 21:56:00,5.421,-0.014,24.954,0.022,14.533,16.622,9.01,5.426,-5261.0,67.3,3.753,-0.852,0.092,0.098,0.218,-1
2008-09-15 22:13:00,5.082,-0.009,46.647,0.016,8.319,8.19,2.49,2.727,-6465.0,71.433,4.216,0.71,0.06,0.038,0.082,-1
2008-09-15 22:45:00,5.511,-0.012,64.208,0.014,13.858,12.456,36.728,4.247,-5685.0,73.989,3.599,-0.095,0.051,0.066,0.16,-1
2008-09-15 22:54:00,-0.07,-0.033,13.667,0.03,27.593,11.824,7.032,4.635,-6413.25,69.222,1.865,0.71,0.098,0.05,0.117,-1
2008-09-15 23:37:00,0.561,-0.01,19.231,0.02,10.932,7.382,5.157,1.929,-6515.25,67.656,2.761,0.473,0.063,0.03,0.074,-1
2008-09-16 07:39:00,5.596,-0.014,49.462,0.02,12.984,13.725,11.683,2.733,-5204.0,74.122,4.556,-0.568,0.071,0.081,0.18,-1
2008-09-16 07:48:00,5.397,-0.014,39.391,0.029,12.751,12.209,12.24,4.127,-5416.5,75.4,2.559,-0.568,0.108,0.066,0.156,-1
2008-09-16 08:50:00,2.318,-0.01,48.629,0.027,17.228,7.03,8.797,3.568,-5502.0,70.7,1.031,-0.568,0.102,0.041,0.092,-1
2008-09-16 08:52:00,6.077,-0.008,66.019,0.021,39.028,9.409,13.278,3.937,-5543.0,75.189,1.672,-0.568,0.073,0.049,0.121,-1
2008-09-16 09:37:00,4.314,-0.008,29.851,0.026,20.943,16.757,7.072,5.538,-5529.25,74.033,2.647,-0.568,0.09,0.098,0.216,-1
2008-09-16 17:07:00,-2.351,-0.012,60.347,0.016,5.409,1.871,9.565,2.083,-5572.25,67.289,1.864,-0.142,0.05,0.01,0.024,-1
2008-09-16 18:09:00,1.162,-0.009,55.814,0.028,5.308,7.089,10.86,7.768,-5257.75,75.167,3.346,-0.568,0.1,0.051,0.091,-1
2008-09-16 18:23:00,0.576,-0.01,46.561,0.024,38.19,11.422,5.16,8.906,-5348.75,71.511,4.558,-0.899,0.078,0.069,0.157,-1
2008-09-16 19:34:00,6.849,-0.013,21.682,0.027,28.825,1.656,11.11,3.206,-5418.75,68.311,1.987,-0.142,0.078,0.01,0.021,-1
2008-09-16 19:45:00,-0.724,-0.014,26.206,0.014,6.662,5.318,14.9,6.513,-5704.5,72.344,4.58,0.0,0.052,0.029,0.068,-1
2008-09-16 21:21:00,-0.223,-0.013,44.531,0.026,15.812,13.793,8.23,5.093,-5710.5,73.133,0.916,-0.899,0.094,0.089,0.177,-1
2008-09-16 22:45:00,5.916,-0.012,35.7,0.032,17.105,11.863,36.095,5.662,-5344.25,74.267,2.968,-0.142,0.107,0.068,0.156,-1
2008-09-17 02:01:00,2.421,-0.011,38.222,0.022,13.935,3.004,10.932,3.636,-5451.75,70.778,4.541,-0.142,0.067,0.018,0.04,-1
2008-09-17 04:23:00,13.552,-0.014,28.47,0.025,14.683,18.196,9.526,2.552,-5249.0,73.411,1.689,-0.142,0.081,0.097,0.232,1
2008-09-17 07:14:00,3.094,-0.011,91.986,0.028,12.063,6.102,4.818,5.318,-5603.75,73.122,2.048,-0.899,0.09,0.036,0.081,-1
2008-09-17 07:28:00,-1.234,-0.013,36.782,0.017,12.628,8.643,59.378,5.658,-5662.0,68.844,1.619,-0.142,0.064,0.049,0.117,-1
2008-09-17 21:52:00,4.441,-0.014,113.971,0.016,6.902,14.316,12.305,4.812,-5477.5,75.756,2.201,-1.56,0.066,0.084,0.188,-1
2008-09-18 00:57:00,-4.611,-0.014,25.352,0.019,7.556,4.44,2.99,1.506,-6521.5,66.022,3.398,-0.899,0.062,0.02,0.044,-1
2008-09-18 01:40:00,1.89,-0.013,26.743,0.017,11.344,5.265,11.664,5.629,-5632.75,68.644,2.148,-1.56,0.072,0.032,0.067,-1
2008-09-18 01:43:00,0.453,-0.011,45.741,0.021,22.009,10.1,15.625,6.242,-5619.25,73.433,1.91,0.0,0.087,0.061,0.131,-1
2008-09-18 02:01:00,-0.204,-0.012,44.397,0.023,10.337,8.463,12.048,1.959,-5619.0,72.344,1.922,-1.56,0.097,0.048,0.11,-1
2008-09-18 03:58:00,-3.754,-0.013,19.421,0.021,10.929,10.373,28.089,2.077,-5525.25,71.944,2.342,-1.56,0.073,0.062,0.132,-1
2008-09-18 03:58:00,-3.904,-0.013,27.35,0.064,18.172,12.354,14.826,7.158,-5207.25,71.656,6.221,0.0,0.236,0.075,0.161,-1
2008-09-18 05:44:00,-2.81,-0.012,27.188,0.02,12.229,10.848,7.882,7.066,-5391.75,75.522,3.636,-1.56,0.074,0.063,0.14,-1
2008-09-18 05:58:00,-2.611,-0.012,31.707,0.015,11.767,9.0,19.783,7.623,-5621.0,75.589,2.295,-1.56,0.051,0.054,0.119,-1
2008-09-18 08:04:00,-2.627,-0.013,35.351,0.018,33.284,15.718,16.328,5.376,-5561.0,67.389,3.922,-0.568,0.07,0.078,0.192,-1
2008-09-18 10:48:00,5.471,-0.012,23.674,0.013,8.898,4.34,9.642,8.326,-5652.5,74.911,4.276,0.0,0.056,0.024,0.056,-1
2008-09-18 13:48:00,0.522,-0.009,49.198,0.021,27.082,10.266,7.072,2.836,-5627.5,72.278,3.387,0.047,0.076,0.065,0.135,-1
2008-09-18 17:22:00,4.398,-0.013,45.624,0.02,11.998,11.959,4.968,7.712,-5334.0,71.122,2.231,0.0,0.074,0.065,0.156,-1
2008-09-18 18:12:00,0.552,-0.012,44.806,0.027,14.532,4.726,10.266,5.091,-5639.75,72.678,1.891,0.047,0.107,0.029,0.062,-1
2008-09-18 18:56:00,1.442,-0.014,24.284,0.025,14.706,14.014,6.807,3.958,-5567.75,72.433,2.688,0.047,0.079,0.079,0.182,-1
2008-09-18 21:12:00,-2.596,-0.012,37.351,0.026,10.468,10.451,9.468,1.195,-5819.75,70.211,2.393,0.047,0.1,0.063,0.131,-1
2008-09-18 21:56:00,-4.902,-0.011,28.214,0.019,19.553,6.448,17.86,1.977,-5767.25,70.022,2.863,0.047,0.068,0.036,0.082,-1
2008-09-18 23:00:00,0.764,-0.013,35.385,0.022,10.614,4.6,15.63,2.449,-5476.5,67.556,2.42,0.0,0.07,0.028,0.059,-1
2008-09-18 23:05:00,-2.784,-0.011,35.794,0.026,20.252,11.003,16.576,6.493,-5345.25,69.056,3.964,-0.426,0.086,0.058,0.141,-1
2008-09-18 23:44:00,-2.471,-0.014,31.054,0.029,18.765,12.471,5.58,1.899,-5250.75,68.867,1.32,0.0,0.111,0.069,0.16,-1
2008-09-19 00:30:00,-3.272,-0.014,30.996,0.015,20.771,11.838,8.603,4.26,-5777.0,75.356,0.561,0.0,0.062,0.072,0.148,-1
2008-09-19 01:57:00,2.114,-0.012,22.57,0.021,8.555,10.91,11.731,5.872,-5327.75,70.356,3.616,0.0,0.101,0.062,0.139,-1
2008-09-19 02:44:00,3.929,-0.012,60.952,0.029,13.15,9.361,14.099,2.672,-5213.0,72.578,1.854,0.0,0.096,0.052,0.122,-1
2008-09-19 04:42:00,-0.534,-0.014,30.081,0.021,16.295,13.814,10.47,2.504,-5138.75,70.511,3.21,0.047,0.065,0.084,0.18,-1
2008-09-19 05:33:00,-1.184,-0.012,15.59,0.018,13.504,13.17,3.329,4.817,-5406.75,75.944,2.866,0.047,0.071,0.08,0.172,-1
2008-09-19 05:57:00,5.794,-0.012,28.887,0.024,10.272,4.678,10.942,2.944,-5300.5,72.867,2.453,-0.568,0.111,0.031,0.061,-1
2008-09-19 06:01:00,-4.968,-0.012,36.752,0.023,8.903,16.333,10.787,3.042,-5497.5,74.122,2.817,-1.608,0.071,0.09,0.21,-1
2008-09-19 06:44:00,-0.914,-0.012,37.607,0.017,8.373,4.726,4.168,2.478,-5398.75,73.611,2.144,0.047,0.076,0.026,0.06,-1
2008-09-19 07:14:00,-3.65,-0.012,18.776,0.026,18.695,10.584,6.747,3.011,-5217.25,73.378,1.932,-1.608,0.09,0.073,0.135,-1
2008-09-19 07:18:00,-2.534,-0.012,37.014,0.023,16.292,8.65,15.367,4.633,-5394.75,70.311,2.79,-1.608,0.078,0.055,0.115,-1
2008-09-19 08:08:00,0.86,-0.013,76.788,0.022,9.054,9.107,6.688,6.361,-5397.5,67.089,3.07,-0.426,0.095,0.05,0.117,-1
2008-09-19 08:52:00,-3.499,-0.013,38.356,0.017,6.217,9.079,5.304,6.212,-5543.0,73.756,1.424,-0.426,0.059,0.054,0.118,-1
2008-09-19 09:12:00,-5.233,-0.012,35.628,0.028,109.19,8.429,15.255,3.406,-5526.0,69.922,3.258,0.047,0.09,0.053,0.11,-1
2008-09-19 09:47:00,-1.79,-0.014,30.037,0.015,14.526,5.657,20.494,4.335,-5445.5,72.378,3.696,-1.608,0.064,0.031,0.073,-1
2008-09-19 10:45:00,1.031,-0.013,40.158,0.018,9.308,10.494,44.813,3.972,-4971.75,70.011,4.897,-1.608,0.063,0.056,0.136,-1
2008-09-19 11:13:00,-4.011,-0.012,41.893,0.018,20.696,12.11,52.03,5.05,-5001.0,73.767,2.802,-1.608,0.075,0.073,0.158,-1
2008-09-19 11:54:00,1.473,-0.013,42.912,0.016,98.68,6.699,12.405,8.218,-5368.75,65.078,3.644,-0.426,0.05,0.047,0.086,-1
2008-09-19 13:59:00,-1.243,-0.013,35.272,0.023,17.419,5.772,7.402,3.939,-6471.25,65.7,3.695,-1.135,0.078,0.024,0.057,-1
2008-09-19 15:31:00,2.484,-0.014,27.265,0.013,22.91,10.727,18.013,4.47,-5335.0,72.267,0.954,-1.135,0.054,0.065,0.138,-1
2008-09-19 16:40:00,0.79,-0.012,17.076,0.017,10.29,5.798,8.213,2.804,-5613.0,63.033,2.282,-1.135,0.067,0.033,0.075,-1
2008-09-19 16:58:00,5.662,-0.014,35.327,0.022,13.772,10.145,9.764,8.138,-5459.0,66.311,1.96,0.0,0.076,0.062,0.131,1
2008-09-19 17:47:00,-2.434,-0.01,52.671,0.02,10.231,10.172,12.022,5.337,-5398.5,69.3,3.756,-1.797,0.087,0.062,0.133,-1
2008-09-19 18:11:00,-1.403,-0.011,30.905,0.018,14.861,5.869,8.179,5.623,-5012.75,67.633,1.242,-1.797,0.07,0.035,0.077,-1
2008-09-19 18:33:00,-4.594,-0.012,45.119,0.018,17.981,8.867,24.618,2.456,-5248.25,69.867,2.649,-1.797,0.07,0.06,0.116,-1
2008-09-19 19:18:00,-0.331,-0.012,42.418,0.017,9.023,13.178,13.75,5.958,-5658.25,67.811,4.53,-1.797,0.077,0.08,0.175,-1
2008-09-19 19:29:00,2.672,-0.011,36.534,0.021,17.612,13.671,7.191,2.217,-5604.5,66.011,0.767,-1.797,0.072,0.08,0.174,-1
2008-09-19 20:05:00,4.984,-0.013,49.606,0.036,13.917,8.152,8.554,5.64,-5494.75,73.933,3.198,-3.496,0.123,0.049,0.104,-1
2008-09-19 20:07:00,-3.444,-0.013,39.005,0.026,8.336,8.806,9.749,2.947,-5549.25,73.233,0.744,-3.496,0.09,0.048,0.114,-1
2008-09-19 20:10:00,2.286,-0.014,45.936,0.025,19.289,7.486,15.901,11.275,-5370.75,72.478,4.928,-3.496,0.098,0.049,0.099,-1
2008-09-19 20:17:00,22.467,-0.009,36.315,0.034,16.229,23.906,12.362,8.226,-5573.75,72.356,2.731,-3.496,0.108,0.131,0.314,-1
2008-09-19 20:19:00,6.564,-0.005,80.637,0.023,13.798,8.398,16.498,4.671,-5370.25,72.489,1.97,-0.426,0.078,0.048,0.108,1
2008-09-19 21:08:00,-4.623,-0.011,36.697,0.062,18.194,7.62,9.466,6.06,-5599.25,75.044,5.599,-1.135,0.265,0.044,0.097,-1
2008-09-19 21:09:00,5.546,-0.014,34.846,0.021,18.72,10.811,55.544,2.232,-4994.25,66.2,2.831,0.0,0.073,0.063,0.138,1
2008-09-19 21:13:00,-2.152,-0.013,41.229,0.019,20.522,9.344,15.648,5.799,-5515.0,73.133,3.448,-3.496,0.064,0.05,0.119,-1
2008-09-19 21:14:00,6.25,-0.01,38.424,0.044,20.585,10.733,8.451,2.183,-5738.75,72.1,2.325,-3.496,0.155,0.059,0.138,-1
2008-09-19 21:59:00,3.251,-0.013,34.516,0.022,9.392,17.073,15.666,4.416,-5508.75,69.056,1.675,-1.135,0.073,0.105,0.217,1
2008-09-19 23:26:00,0.991,-0.012,54.18,0.02,20.566,9.507,7.634,3.214,-5580.25,75.389,3.332,-3.025,0.079,0.054,0.123,-1
2008-09-19 23:33:00,-3.866,-0.01,20.463,0.02,10.581,10.124,71.132,4.44,-5554.5,70.356,1.908,-3.025,0.086,0.054,0.127,-1
2008-09-20 00:18:00,-0.75,-0.009,57.143,0.025,21.528,13.354,12.947,5.962,-5692.5,67.756,0.86,-3.025,0.1,0.08,0.17,-1
2008-09-20 00:33:00,0.274,-0.01,52.346,0.026,13.826,5.307,18.047,4.07,-5834.75,70.967,4.002,-1.135,0.097,0.029,0.069,-1
2008-09-20 03:58:00,-5.927,-0.013,34.229,0.018,23.197,12.165,20.901,5.745,-5612.25,68.167,4.64,-3.496,0.083,0.075,0.159,-1
2008-09-20 04:13:00,-2.921,-0.013,12.651,0.021,19.626,12.744,8.339,4.34,-5588.0,71.211,1.163,-3.496,0.067,0.071,0.165,-1
2008-09-20 04:28:00,-3.74,-0.01,34.783,0.024,11.906,9.636,15.309,2.052,-5153.75,75.556,2.54,-3.496,0.077,0.058,0.125,-1
2008-09-20 05:22:00,-0.069,-0.011,44.101,0.018,7.876,5.723,2.274,2.575,-5365.75,70.344,1.034,-3.025,0.063,0.037,0.077,-1
2008-09-20 05:25:00,5.114,-0.012,43.892,0.018,13.447,11.069,8.773,4.142,-5437.0,70.122,0.179,-3.025,0.07,0.058,0.14,-1
2008-09-20 05:34:00,1.708,-0.01,77.832,0.018,6.226,6.715,5.691,4.214,-5007.75,76.167,0.939,-3.025,0.072,0.043,0.091,-1
2008-09-20 06:08:00,1.556,-0.014,27.249,0.016,17.538,3.738,14.596,3.967,-5357.5,71.433,4.491,-1.702,0.07,0.02,0.048,-1
2008-09-20 07:21:00,1.314,-0.012,19.828,0.02,19.884,10.821,21.744,2.617,-5031.25,63.789,1.501,-3.025,0.079,0.062,0.14,-1
2008-09-20 08:14:00,-1.018,-0.012,38.656,0.014,24.932,16.218,15.452,5.341,-5966.75,68.2,0.647,-3.496,0.062,0.092,0.214,-1
2008-09-20 10:51:00,-0.994,-0.013,24.312,0.028,20.16,14.686,3.469,5.999,-5477.5,71.544,0.616,-2.647,0.1,0.08,0.19,-1
2008-09-20 11:18:00,-0.924,-0.011,59.688,0.022,6.047,12.031,19.74,5.596,-5759.75,66.989,5.878,-3.025,0.083,0.068,0.154,-1
2008-09-20 12:20:00,-0.661,-0.011,25.747,0.018,9.67,9.354,6.261,7.538,-5622.0,62.289,3.223,-3.732,0.076,0.052,0.119,-1
2008-09-20 12:26:00,-0.192,-0.014,22.342,0.02,22.427,16.009,5.445,4.4,-5215.5,74.156,1.891,-3.732,0.061,0.089,0.206,-1
2008-09-20 12:27:00,-2.282,-0.012,45.937,0.024,15.863,4.176,17.652,2.278,-5540.5,66.867,2.792,-3.732,0.095,0.025,0.056,-1
