SensorTime,Chamber_Temperature_edu,Chamber_Pressure_edu,Gas_Flow_edu,RF_Power_edu,Vacuum_Level_edu,Cooling_Water_Temperature_edu,Vibration_edu,Process_Time_edu,주요센서_A,주요센서_B,검사결과
2008-08-28 10:15:00,8.14,-0.01,63.6,0.01,14.0,7.44,22.32,5.23,-5649.5,70.61,0
2008-08-28 10:28:00,9.49,-0.01,39.12,0.03,24.36,13.54,6.82,5.46,-6505.5,70.0,0
2008-08-28 10:32:00,-7.51,-0.01,37.37,0.03,10.62,11.28,64.95,3.04,-4599.25,68.21,0
2008-08-28 11:19:00,3.83,-0.01,27.89,0.02,19.29,4.53,21.5,4.35,-5330.0,69.54,0
2008-08-28 12:44:00,10.24,-0.01,46.3,0.02,21.86,12.84,2.88,4.09,-6456.75,71.31,0
2008-08-28 14:48:00,1.02,-0.01,35.57,0.02,25.55,14.2,7.74,5.41,-6347.75,71.42,0
2008-08-28 15:19:00,3.87,-0.01,56.32,0.03,26.34,13.78,6.58,4.43,-6426.5,73.02,0
2008-08-28 16:01:00,-6.05,-0.01,17.8,0.02,23.87,12.76,8.79,6.78,-6624.0,69.97,0
2008-08-28 16:43:00,2.87,-0.01,31.96,0.03,10.16,6.34,14.31,5.05,-5305.5,67.93,0
2008-08-28 16:52:00,-0.81,0.0,253.79,0.03,26.78,14.04,4.61,5.15,-6310.25,69.42,0
2008-08-28 17:21:00,8.14,-0.01,58.51,0.02,25.9,11.21,8.52,5.2,-6406.25,69.31,0
2008-08-28 17:27:00,11.49,-0.01,29.93,0.02,21.14,11.82,3.74,5.04,-6329.75,67.27,0
2008-08-28 17:32:00,1.47,-0.01,71.97,0.04,8.21,2.52,43.7,3.06,-5874.25,68.2,0
2008-08-28 18:05:00,2.01,-0.01,28.69,0.02,8.08,7.96,1.65,4.55,-5459.0,66.46,0
2008-08-28 18:10:00,0.91,-0.01,30.16,0.01,45.93,9.71,4.53,2.8,-5545.75,68.77,0
2008-08-28 18:15:00,-1.51,-0.01,67.9,0.03,19.77,11.97,11.18,3.98,-6225.75,68.98,0
2008-08-28 18:25:00,0.91,-0.01,54.7,0.02,14.91,10.2,5.14,3.53,-6260.75,69.02,0
2008-08-28 18:47:00,0.62,-0.01,71.03,0.02,5.58,9.3,16.71,5.46,-5607.25,68.12,0
2008-08-28 18:57:00,3.37,-0.01,35.32,0.01,64.49,5.21,29.56,1.54,-5723.5,68.47,0
2008-08-28 20:20:00,-2.63,-0.01,67.74,0.02,13.08,3.19,17.93,3.14,-5628.0,70.44,0
2008-08-28 20:39:00,1.0,-0.01,49.55,0.03,18.1,11.27,11.75,6.35,-5669.75,69.71,1
2008-08-28 21:03:00,1.15,-0.01,60.11,0.02,26.05,11.15,10.58,4.67,-6326.0,66.63,0
2008-08-28 21:52:00,0.21,-0.01,61.96,0.02,34.55,15.69,13.53,5.1,-6371.0,69.22,0
2008-08-28 22:57:00,-3.9,-0.01,35.25,0.02,23.3,14.77,6.05,3.41,-6344.25,65.1,0
2008-08-28 23:40:00,3.28,-0.01,81.33,0.03,13.8,13.29,6.1,3.51,-5409.0,67.1,0
2008-08-28 23:42:00,-4.04,-0.01,52.67,0.03,8.76,8.1,16.91,6.1,-5246.75,63.69,0
2008-08-29 00:49:00,0.16,-0.01,39.78,0.02,8.94,8.54,4.34,4.66,-5697.5,65.82,0
2008-08-29 01:06:00,-3.94,-0.01,49.66,0.02,29.65,12.01,16.72,5.12,-5933.25,69.99,0
2008-08-29 02:38:00,-1.25,-0.01,44.99,0.02,19.55,10.34,5.55,3.19,-6338.25,69.84,0
2008-08-29 02:39:00,1.37,-0.01,35.6,0.02,21.18,13.26,5.62,4.44,-6350.25,65.96,0
2008-08-29 03:27:00,5.65,-0.01,33.37,0.02,93.07,10.04,12.07,4.42,-5278.0,68.13,0
2008-08-29 03:33:00,7.83,-0.01,70.18,0.03,10.66,4.28,13.45,5.41,-5444.0,69.2,0
2008-08-29 03:46:00,-1.19,-0.01,63.64,0.02,13.3,8.11,15.41,4.82,-5561.0,68.92,0
2008-08-29 04:55:00,5.5,-0.01,29.45,0.02,28.5,19.75,29.5,7.24,-5192.5,67.5,1
2008-08-29 04:56:00,-0.03,-0.01,40.84,0.03,23.83,15.3,7.43,5.16,-6461.0,68.5,0
2008-08-29 05:16:00,0.51,-0.01,49.94,0.03,14.07,10.62,5.98,4.61,-6305.5,67.61,0
2008-08-29 05:54:00,,-0.01,53.12,0.03,14.18,3.72,18.29,2.78,-5871.75,69.1,0
2008-08-29 05:54:00,,-0.01,26.17,0.02,14.37,5.67,6.88,3.52,-6624.5,71.33,0
2008-08-29 05:57:00,0.58,-0.01,31.84,0.02,20.54,15.42,28.92,5.08,-6736.0,68.22,0
2008-08-29 05:57:00,0.26,-0.01,57.97,0.02,9.69,6.2,20.13,5.25,-5232.25,67.29,0
2008-08-29 06:35:00,9.28,-0.01,38.39,0.02,14.45,11.44,13.77,2.63,-5234.5,65.58,0
2008-08-29 06:37:00,-1.05,-0.01,43.85,0.03,19.8,10.36,6.03,3.93,-6319.75,68.39,0
2008-08-29 06:40:00,5.63,-0.01,26.94,0.03,26.36,15.81,15.35,3.46,-5121.0,69.39,0
2008-08-29 06:45:00,13.37,-0.01,46.49,0.01,19.19,13.33,24.02,6.12,-5229.25,68.91,1
2008-08-29 06:54:00,5.17,-0.01,28.16,0.02,24.94,12.55,3.44,4.5,-6183.75,67.92,0
2008-08-29 07:18:00,4.84,-0.01,119.17,0.02,8.74,7.84,4.16,5.96,-5506.25,67.78,0
2008-08-29 07:22:00,6.37,-0.01,74.51,0.02,20.64,12.26,15.62,8.27,-5622.5,71.44,0
2008-08-29 07:24:00,0.28,-0.01,34.88,0.03,8.22,7.41,21.12,1.95,-5046.25,70.78,0
2008-08-29 07:33:00,-0.9,-0.01,59.82,0.02,35.73,19.11,27.69,2.87,-5530.0,70.19,0
2008-08-29 07:33:00,-0.17,-0.01,63.32,0.02,23.21,8.64,6.18,4.87,-6339.0,66.41,0
2008-08-29 08:10:00,7.07,-0.01,34.71,0.02,22.36,11.08,6.04,3.46,-6626.5,70.64,0
2008-08-29 08:20:00,0.45,-0.01,90.8,0.02,25.1,13.56,25.17,4.56,-7148.0,66.04,0
2008-08-29 08:41:00,2.25,-0.01,57.72,0.02,26.19,14.51,11.56,4.34,-6235.25,68.7,0
2008-08-29 08:45:00,1.0,-0.01,55.51,0.02,14.89,12.06,6.77,4.15,-6233.5,65.64,0
2008-08-29 12:21:00,2.37,-0.01,44.74,0.02,12.3,9.94,18.89,5.45,-5394.75,69.07,0
2008-08-29 12:22:00,3.43,-0.01,48.92,0.02,16.2,12.74,3.78,4.32,-6273.75,69.61,0
2008-08-29 12:37:00,2.38,-0.01,28.55,0.03,21.42,7.93,7.36,5.03,-6368.5,68.11,0
2008-08-29 13:04:00,1.17,-0.01,56.6,0.02,20.51,11.6,21.83,5.61,-5319.25,68.6,0
2008-08-29 13:14:00,0.17,-0.01,42.71,0.03,15.8,9.13,5.59,3.9,-6366.0,68.18,0
2008-08-29 13:27:00,2.65,-0.01,37.36,0.02,23.96,11.37,10.16,3.67,-5651.25,69.21,0
2008-08-29 13:49:00,3.14,-0.01,37.8,0.03,75.02,10.68,6.08,4.44,-5397.5,68.59,0
2008-08-29 14:11:00,4.44,-0.01,69.36,0.02,11.63,9.34,11.19,6.9,-5451.25,68.28,0
2008-08-29 14:18:00,2.1,-0.01,44.62,0.03,21.25,13.44,8.15,4.4,-6358.25,69.17,0
2008-08-29 14:30:00,3.98,-0.01,45.5,0.02,23.34,9.59,15.68,4.54,-5496.75,66.81,0
2008-08-29 15:01:00,2.82,-0.01,53.26,0.02,16.47,8.12,6.65,3.76,-6335.25,69.93,0
2008-08-29 15:43:00,-0.12,-0.01,67.33,0.02,31.17,5.93,38.94,5.41,-6170.75,67.97,0
2008-08-29 16:26:00,1.18,-0.01,90.51,0.02,10.93,11.63,18.5,5.48,-5372.25,68.22,0
2008-08-29 20:21:00,0.17,-0.01,41.93,0.04,16.89,12.65,25.58,8.05,-5472.75,67.12,0
2008-08-29 20:49:00,4.92,-0.01,36.0,0.02,20.91,13.82,6.87,3.05,-5677.75,67.18,0
2008-08-29 21:25:00,-1.32,-0.01,46.5,0.02,20.99,9.37,11.81,4.39,-6424.75,67.74,0
2008-08-29 21:46:00,-0.78,-0.01,66.08,0.03,21.34,13.25,4.6,4.39,-6369.75,70.1,0
2008-08-29 21:54:00,0.27,-0.01,32.09,0.01,21.22,12.09,9.92,5.0,-6328.75,68.09,0
2008-08-29 22:11:00,-3.69,-0.01,36.04,0.03,24.68,12.6,5.77,5.46,-6234.5,69.79,0
2008-08-29 22:45:00,-1.76,-0.01,22.44,0.02,3.06,8.19,30.17,7.85,-5962.0,69.04,0
2008-08-29 22:49:00,2.97,-0.01,67.04,0.01,12.09,7.4,11.49,5.43,-5490.25,65.66,0
2008-08-29 22:56:00,-1.8,-0.02,32.14,0.02,19.62,12.1,5.36,4.46,-6330.25,67.61,0
2008-08-30 00:01:00,-0.37,-0.01,62.91,0.01,25.56,9.3,11.08,6.45,-5135.0,68.77,0
2008-08-30 00:05:00,4.91,-0.01,68.17,0.02,17.33,12.74,9.92,4.06,-6188.0,66.14,0
2008-08-30 00:57:00,1.49,-0.01,50.25,0.02,21.87,13.38,8.94,4.62,-6475.5,69.09,0
2008-08-30 01:29:00,3.25,-0.01,37.97,0.03,10.32,9.63,7.2,6.04,-5558.0,66.52,0
2008-08-30 02:08:00,-1.09,-0.01,48.51,0.01,21.06,12.08,8.07,3.97,-6380.0,67.3,0
2008-08-30 02:22:00,0.25,-0.01,69.12,0.03,11.6,5.13,5.33,2.27,-5630.75,65.2,0
2008-08-30 02:32:00,-0.7,-0.01,39.29,0.03,11.59,4.03,5.61,5.44,-5473.25,68.6,0
2008-08-30 02:39:00,3.73,-0.01,20.96,0.01,20.07,18.93,11.78,4.95,-5611.5,66.0,0
2008-08-30 02:50:00,-0.42,-0.01,34.18,0.03,21.86,13.02,8.32,4.94,-6382.5,68.8,0
2008-08-30 03:10:00,1.45,-0.01,65.12,0.03,4.32,6.05,12.8,5.75,-5666.25,68.63,0
2008-08-30 04:20:00,4.84,-0.01,47.12,0.01,11.72,7.46,10.34,4.23,-5523.75,70.9,0
2008-08-30 04:24:00,-2.67,-0.01,72.22,0.01,13.44,9.46,3.71,3.8,-6477.0,70.22,0
2008-08-30 04:55:00,-0.35,-0.01,45.73,0.03,22.08,14.38,27.11,5.61,-5733.0,68.0,0
2008-08-30 05:05:00,-6.61,-0.01,36.72,0.01,60.84,10.1,10.17,4.65,-5242.25,68.58,0
2008-08-30 05:05:00,-0.02,-0.01,18.13,0.01,94.62,16.5,16.57,3.11,-5336.0,65.91,0
2008-08-30 05:38:00,1.48,-0.01,62.33,0.03,13.7,16.32,19.68,4.35,-5472.0,69.07,0
2008-08-30 05:51:00,8.99,-0.01,76.88,0.02,16.65,15.07,12.91,8.54,-5361.5,63.84,0
2008-08-30 07:50:00,-0.95,-0.01,61.97,0.02,19.55,14.05,5.39,4.8,-6341.25,72.31,0
2008-08-30 07:54:00,2.86,-0.01,55.38,0.03,22.29,11.91,10.08,4.91,-6222.5,66.73,0
2008-08-30 08:10:00,-2.08,-0.01,33.24,0.03,25.64,14.55,9.07,5.08,-6305.25,67.41,0
2008-08-30 08:29:00,3.36,-0.01,45.87,0.02,9.16,13.16,20.14,4.96,-5412.5,67.37,0
2008-08-30 08:42:00,4.04,-0.01,69.71,0.02,74.19,11.47,3.7,9.09,-5320.5,66.93,0
2008-08-30 08:53:00,2.86,-0.01,29.4,0.03,21.01,8.35,9.14,5.01,-5304.5,68.86,0
2008-08-30 09:13:00,-1.99,-0.01,40.09,0.01,13.41,9.79,6.83,4.11,-5387.5,71.54,0
2008-08-30 09:37:00,0.77,-0.01,63.69,0.02,18.57,10.43,6.43,3.37,-6300.25,69.76,0
2008-08-30 09:45:00,1.92,-0.01,54.91,0.01,12.47,10.4,19.21,1.76,-5803.0,65.38,1
2008-08-30 10:15:00,-0.2,-0.01,48.92,0.01,21.91,8.05,26.39,5.57,-5766.75,66.94,0
2008-08-30 10:16:00,-1.99,-0.02,25.4,0.02,16.49,8.85,18.52,5.53,-5329.0,68.19,0
2008-08-30 11:12:00,2.47,-0.01,37.71,0.02,12.36,6.31,20.52,8.14,-5410.0,69.42,0
2008-08-30 11:14:00,3.71,0.0,451.49,0.02,17.21,11.94,10.47,3.97,-6180.75,69.91,0
2008-08-30 11:18:00,-0.66,-0.01,63.85,0.02,15.01,11.91,13.77,4.46,-5461.75,66.5,0
2008-08-30 11:57:00,-1.06,-0.01,62.76,0.02,22.44,12.01,18.36,6.51,-5055.5,68.9,0
2008-08-30 14:10:00,11.29,-0.01,39.51,0.02,19.3,7.05,8.61,3.57,-5343.0,67.42,1
2008-08-30 14:23:00,-1.96,-0.01,55.02,0.02,20.31,9.29,13.3,1.99,-5541.75,70.81,0
2008-08-30 14:37:00,-0.45,-0.01,107.1,0.02,15.83,4.09,13.21,3.81,-5782.25,71.41,0
2008-08-30 15:06:00,-3.93,-0.01,35.02,0.01,18.9,7.9,8.53,9.18,-5254.5,67.38,0
2008-08-30 15:16:00,-2.34,-0.01,49.09,0.07,22.26,11.79,7.39,5.25,-6208.75,68.96,0
2008-08-30 15:37:00,-0.22,-0.01,29.09,0.02,7.36,9.32,19.28,5.06,-5409.25,68.74,0
2008-08-30 15:50:00,-0.65,-0.01,49.66,0.03,16.31,8.75,22.34,3.11,-5926.25,66.26,0
2008-08-30 15:57:00,7.24,-0.01,87.25,0.03,4.28,8.21,13.71,3.23,-5551.75,68.47,0
2008-08-30 16:24:00,-2.88,-0.01,59.51,0.02,13.74,3.71,47.96,5.33,-5389.75,68.17,0
2008-08-30 17:05:00,-0.94,-0.01,70.87,0.01,8.23,5.36,9.19,3.92,-5536.0,68.0,0
2008-08-30 17:49:00,2.29,-0.01,42.02,0.02,12.94,2.79,34.09,3.14,-6257.5,70.27,0
2008-08-30 19:21:00,0.72,-0.02,37.27,0.01,20.41,9.5,6.2,3.86,-6585.75,67.48,0
2008-08-30 19:27:00,4.91,-0.01,28.18,0.03,6.84,1.71,20.5,3.19,-5484.0,66.58,0
2008-08-30 20:11:00,2.28,-0.01,26.81,0.02,19.32,10.48,7.64,3.48,-6495.25,67.58,0
2008-08-30 20:53:00,0.95,-0.01,67.72,0.02,12.4,13.83,15.32,4.36,-5353.0,67.94,0
2008-08-30 21:53:00,1.28,-0.01,28.33,0.03,16.38,11.67,6.64,3.4,-6279.0,70.69,0
2008-08-30 23:51:00,0.71,-0.01,43.52,0.02,22.42,8.43,1.68,3.23,-6506.5,70.71,0
2008-08-31 02:57:00,2.69,-0.01,48.44,0.02,16.95,15.97,7.01,3.64,-5761.0,68.56,0
2008-08-31 04:46:00,15.31,-0.01,69.89,0.02,27.73,16.48,7.9,4.31,-5518.75,69.59,1
2008-08-31 05:05:00,7.98,-0.01,50.13,0.02,14.03,8.23,30.1,4.44,-5160.25,68.27,0
2008-08-31 09:11:00,-0.66,-0.0,249.71,0.02,12.29,9.44,10.61,5.45,-5542.5,71.96,0
2008-08-31 10:36:00,-2.46,-0.01,66.21,0.02,19.93,7.14,5.57,2.82,-6484.0,71.67,0
2008-08-31 10:59:00,1.82,-0.02,50.74,0.04,20.34,13.26,5.69,2.96,-6349.75,67.99,1
2008-08-31 10:59:00,-1.14,-0.01,69.12,0.02,10.57,7.78,10.37,6.53,-5750.0,69.91,0
2008-08-31 11:03:00,-4.15,-0.01,73.01,0.03,14.31,5.27,4.49,4.66,-5613.5,67.84,0
2008-08-31 15:09:00,-0.69,-0.01,55.02,0.02,57.64,4.33,4.22,3.85,-5279.5,67.0,0
2008-08-31 15:13:00,0.19,-0.01,42.61,0.03,24.14,12.74,5.07,3.93,-6466.0,69.31,0
2008-08-31 16:32:00,2.39,-0.01,68.78,0.02,15.77,8.58,11.62,5.33,-5172.25,68.64,0
2008-08-31 20:24:00,-0.91,-0.01,64.53,0.02,26.9,14.32,2.34,4.25,-6447.0,68.66,0
2008-08-31 21:04:00,0.94,-0.01,57.97,0.02,13.6,1.6,20.6,6.2,-5602.25,65.69,0
2008-08-31 21:46:00,-2.06,-0.01,41.87,0.02,5.54,9.04,8.62,1.97,-5640.0,66.19,0
2008-08-31 21:58:00,-3.15,-0.01,35.66,0.02,24.8,10.63,11.36,4.82,-6470.75,67.57,0
2008-08-31 22:32:00,1.54,-0.01,38.14,0.03,13.74,9.43,6.78,3.41,-6545.0,70.28,0
2008-08-31 22:48:00,1.44,-0.01,79.89,0.02,19.43,11.32,9.59,4.41,-5277.25,67.53,0
2008-08-31 22:57:00,-6.04,-0.01,48.56,0.02,23.05,11.17,7.68,4.84,-6474.25,63.19,0
2008-01-09 00:01:00,1.38,-0.01,36.68,0.08,26.6,12.68,8.21,4.71,-6238.25,69.77,0
2008-01-09 00:39:00,-0.96,-0.01,70.74,0.02,21.06,10.78,6.27,4.14,-6283.75,68.06,0
2008-01-09 00:45:00,1.61,-0.01,43.79,0.02,17.83,2.47,20.71,6.67,-5422.0,69.13,0
2008-01-09 00:53:00,-2.57,-0.01,47.76,0.02,19.62,13.24,10.04,3.73,-6286.75,67.26,0
2008-01-09 05:29:00,3.39,-0.01,28.02,0.02,26.08,13.71,6.69,5.48,-6590.75,67.38,0
2008-01-09 05:32:00,-1.38,-0.01,45.91,0.03,11.75,6.43,8.46,2.84,-6386.75,67.27,0
2008-01-09 06:12:00,2.03,-0.01,32.57,0.03,8.99,5.76,11.77,5.61,-5520.25,69.89,0
2008-01-09 06:21:00,1.58,-0.01,129.08,0.03,4.35,6.71,7.94,6.68,-5529.25,66.68,0
2008-01-09 06:52:00,2.53,-0.01,41.69,0.04,21.43,13.35,7.02,5.88,-6454.5,67.81,0
2008-01-09 08:18:00,-1.73,-0.01,70.45,0.02,11.29,7.59,20.96,6.36,-5566.5,66.44,0
2008-01-09 09:06:00,-5.17,-0.01,47.38,0.03,20.96,8.48,9.18,5.22,-6374.5,69.48,0
2008-01-09 09:19:00,-5.0,-0.01,53.41,0.03,23.86,11.96,4.45,3.28,-6381.5,67.64,0
2008-01-09 09:54:00,-1.01,-0.01,67.92,0.02,20.62,11.85,6.59,5.37,-6630.25,68.88,0
2008-01-09 10:57:00,2.06,-0.01,39.33,0.01,16.45,7.61,16.04,5.1,-5349.25,69.22,0
2008-01-09 11:40:00,-0.17,-0.01,77.19,0.02,14.15,9.03,63.42,4.72,-4557.0,69.12,0
2008-01-09 16:20:00,-1.88,-0.01,52.88,0.03,20.8,12.94,5.98,4.77,-6301.75,69.8,0
2008-01-09 19:54:00,53.68,-0.0,217.14,0.02,20.86,13.56,7.26,5.46,-6405.75,68.68,1
2008-01-09 20:51:00,2.11,-0.01,58.49,0.02,18.77,6.4,14.16,4.75,-5438.5,67.48,0
2008-01-09 22:05:00,-0.99,-0.01,47.47,0.03,16.5,10.23,14.06,4.81,-6316.75,69.41,0
2008-01-09 23:05:00,-0.8,-0.01,55.14,0.03,22.16,13.82,8.43,3.49,-6190.0,67.91,0
2008-01-09 23:19:00,0.58,-0.01,32.7,0.03,20.81,7.12,8.08,3.77,-6449.75,68.19,0
2008-01-09 23:24:00,-4.81,-0.01,68.06,0.02,11.75,6.3,40.29,3.52,-5989.75,69.02,0
2008-01-09 23:28:00,-0.1,-0.01,61.88,0.03,23.43,7.38,5.46,3.64,-6392.75,68.33,0
2008-01-09 23:39:00,0.34,-0.01,54.62,0.01,19.53,8.94,22.99,3.63,-5416.0,68.73,0
2008-01-09 23:45:00,1.51,-0.01,40.47,0.02,26.39,16.45,8.75,6.69,-6447.25,66.28,0
2008-01-09 23:59:00,-19.99,-0.01,58.95,0.03,19.42,8.36,4.9,5.71,-5362.75,66.76,0
2008-02-09 00:26:00,0.09,-0.01,77.6,0.02,19.14,12.06,6.54,4.36,-6411.5,64.1,0
2008-02-09 00:31:00,3.65,-0.01,46.23,0.02,14.6,6.3,34.18,3.45,-5936.0,68.41,0
2008-02-09 00:46:00,5.1,-0.01,28.72,0.02,24.25,12.33,5.42,2.86,-6415.25,68.54,0
2008-02-09 01:09:00,2.47,-0.01,53.09,0.02,16.76,2.55,16.4,4.08,-5597.5,69.52,0
2008-02-09 01:10:00,-2.67,-0.01,65.9,0.02,15.39,9.82,8.67,5.47,-5280.25,66.9,0
2008-02-09 01:10:00,3.8,-0.01,46.47,0.02,20.68,15.41,10.05,4.2,-6347.0,69.27,0
2008-02-09 01:36:00,0.34,-0.01,33.06,0.01,12.82,6.59,5.62,2.73,-6407.75,67.21,0
2008-02-09 01:50:00,0.23,-0.01,39.75,0.03,21.04,11.9,7.33,4.09,-6470.25,66.39,0
2008-02-09 02:02:00,-0.75,-0.01,97.83,0.02,13.86,11.03,54.27,7.26,-4621.0,69.1,0
2008-02-09 02:11:00,2.74,-0.01,56.44,0.03,20.03,14.52,6.8,4.53,-6453.0,68.7,0
2008-02-09 02:50:00,0.15,-0.01,27.15,0.02,23.77,12.75,5.12,3.59,-6288.25,69.24,0
2008-02-09 02:52:00,1.5,-0.01,54.76,0.02,7.73,9.3,19.15,4.19,-5085.75,66.31,0
2008-02-09 03:33:00,-0.35,-0.01,61.45,0.02,25.18,14.87,7.7,5.02,-6295.0,68.03,0
2008-02-09 03:35:00,1.8,-0.01,32.04,0.03,17.33,11.61,3.58,4.62,-6370.25,68.13,0
2008-02-09 03:35:00,-1.71,-0.01,38.41,0.03,22.67,11.17,5.65,5.79,-6551.5,71.36,0
2008-02-09 04:19:00,2.19,-0.01,67.95,0.02,17.33,9.21,5.14,4.35,-6534.75,69.82,0
2008-02-09 04:22:00,-0.23,-0.01,59.23,0.03,20.57,8.89,4.77,3.8,-6295.5,68.98,0
2008-02-09 05:46:00,-2.74,-0.01,60.64,0.03,17.1,11.29,47.51,4.45,-5994.0,67.96,0
2008-02-09 06:03:00,1.03,-0.01,36.29,0.02,20.96,11.11,28.29,4.4,-6900.5,67.02,0
2008-02-09 06:19:00,-1.23,-0.01,103.13,0.03,17.87,11.38,5.64,4.08,-6204.25,69.54,0
2008-02-09 06:32:00,3.93,-0.01,48.15,0.03,21.98,9.56,21.46,7.86,-5442.75,70.62,0
2008-02-09 06:48:00,3.18,-0.01,35.52,0.02,27.63,10.92,7.29,4.89,-6448.25,69.14,0
2008-02-09 07:22:00,3.53,-0.01,75.52,0.02,21.05,13.75,7.13,4.76,-6535.25,67.93,0
2008-02-09 07:32:00,0.88,-0.01,60.14,0.03,0.0,0.0,0.0,0.0,0.0,69.33,0
2008-02-09 08:15:00,-1.97,-0.01,52.2,0.02,12.53,5.66,13.69,4.09,-5442.75,66.99,0
2008-02-09 08:54:00,3.3,-0.01,52.93,0.03,14.12,10.2,5.7,2.74,-6451.75,66.6,0
2008-02-09 09:36:00,4.38,-0.01,90.25,0.03,22.02,9.31,8.44,4.29,-6364.25,69.11,0
2008-02-09 09:37:00,0.51,-0.01,88.25,0.02,20.01,13.81,15.87,2.93,-5521.25,69.9,0
2008-02-09 10:13:00,0.44,-0.01,46.31,0.02,16.1,9.34,6.08,4.14,-6317.25,66.7,0
2008-02-09 10:21:00,-0.66,-0.01,43.62,0.01,18.48,11.92,30.1,6.12,-5508.5,68.11,0
2008-02-09 10:25:00,2.51,-0.01,74.28,0.02,12.5,14.89,19.16,6.94,-5249.25,74.67,0
2008-02-09 10:33:00,0.4,-0.01,41.5,0.02,21.23,13.44,7.3,4.85,-6564.5,68.33,0
2008-02-09 11:08:00,-1.3,-0.01,26.2,0.03,12.92,9.17,19.12,7.98,-5648.25,67.76,0
2008-02-09 11:22:00,4.48,-0.01,82.38,0.02,21.38,11.04,9.03,5.36,-6249.25,69.48,0
2008-02-09 11:47:00,0.3,-0.01,48.18,0.02,10.81,3.31,9.7,2.94,-5667.75,69.63,0
2008-02-09 11:49:00,2.57,-0.01,23.26,0.02,9.83,11.13,1.47,2.7,-5440.5,67.28,0
2008-02-09 12:01:00,-0.06,-0.01,36.77,0.03,18.82,11.5,13.23,5.47,-5701.0,70.06,0
2008-02-09 12:17:00,-0.45,-0.01,67.29,0.02,21.5,11.84,5.64,3.24,-6308.75,67.74,0
2008-02-09 12:26:00,-1.16,-0.01,66.5,0.03,25.37,9.51,6.85,3.57,-6449.25,70.02,0
2008-02-09 12:30:00,-0.41,-0.01,32.94,0.03,25.06,13.79,27.63,4.38,-6724.5,70.1,0
2008-02-09 12:44:00,0.12,-0.01,64.46,0.01,13.48,10.13,19.02,5.69,-5646.25,69.42,0
2008-02-09 13:05:00,-8.64,-0.01,93.33,0.03,11.83,2.67,20.6,1.45,-5336.0,68.73,0
2008-02-09 13:08:00,3.19,-0.01,45.48,0.03,47.87,7.71,11.98,6.91,-5699.75,69.4,0
2008-02-09 13:27:00,-2.08,-0.01,35.66,0.02,8.48,7.94,6.42,2.54,-5386.5,67.98,0
2008-02-09 13:40:00,-1.15,-0.01,37.48,0.02,27.25,14.18,31.24,2.78,-5374.75,69.59,0
2008-02-09 14:09:00,2.99,0.02,20.68,0.05,29.33,10.88,13.77,4.48,-5513.5,65.91,0
2008-02-09 14:21:00,1.56,-0.01,68.8,0.02,25.23,13.79,7.97,4.61,-6433.5,69.84,0
2008-02-09 14:34:00,-0.55,-0.01,22.62,0.02,28.43,13.28,23.64,5.64,-6374.25,68.17,0
2008-02-09 15:29:00,2.86,-0.01,65.02,0.03,8.09,5.24,14.21,3.56,-5538.75,69.8,0
2008-02-09 16:10:00,-4.45,-0.01,89.14,0.01,13.23,6.39,10.25,3.52,-6507.75,66.68,0
2008-02-09 16:50:00,2.43,-0.01,48.56,0.02,17.91,7.05,14.08,3.18,-5397.25,68.94,0
2008-02-09 16:54:00,1.17,-0.01,45.55,0.02,10.05,9.78,10.98,4.46,-5545.75,66.18,0
2008-02-09 16:58:00,-1.93,-0.01,39.33,0.03,22.29,13.83,4.15,4.07,-6529.75,70.41,0
2008-02-09 17:10:00,2.64,-0.01,36.2,0.02,20.35,8.57,8.32,4.91,-6468.25,68.72,0
2008-02-09 17:18:00,3.48,-0.01,42.37,0.04,10.57,4.3,10.23,1.6,-5573.25,67.61,0
2008-02-09 18:38:00,2.02,-0.01,42.32,0.02,11.9,11.92,24.67,3.64,-5760.75,68.26,0
2008-02-09 18:52:00,1.55,-0.01,51.06,0.02,19.57,9.03,11.94,3.79,-5618.75,59.97,0
2008-02-09 19:18:00,-8.7,-0.01,26.41,0.02,20.77,11.99,5.92,4.4,-6417.75,72.27,0
2008-02-09 20:18:00,-2.34,-0.01,196.02,0.02,8.47,3.42,17.23,5.74,-5442.75,69.2,0
2008-02-09 20:52:00,4.18,-0.01,59.02,0.02,27.16,14.72,3.91,5.11,-6425.25,70.3,0
2008-02-09 20:58:00,4.15,-0.01,92.46,0.02,7.58,3.09,13.05,2.12,-5247.75,67.76,0
2008-02-09 20:59:00,4.06,-0.01,58.04,0.04,12.59,9.77,2.46,3.55,-6660.25,69.27,0
2008-03-09 00:18:00,1.54,-0.01,120.6,0.03,19.81,11.34,6.07,4.88,-6656.5,68.7,0
2008-03-09 00:45:00,2.86,-0.01,58.27,0.03,10.79,10.61,5.93,2.35,-6375.25,68.32,0
2008-03-09 00:58:00,1.78,-0.01,36.01,0.01,4.17,4.41,2.68,1.45,-6233.5,65.86,0
2008-03-09 01:15:00,16.65,-0.01,39.88,0.02,99.91,5.32,15.93,2.71,-5748.5,67.5,1
2008-03-09 01:32:00,1.93,-0.01,60.11,0.02,22.61,8.47,5.13,6.75,-5519.75,67.39,0
2008-03-09 04:18:00,-1.37,-0.01,42.7,0.02,23.77,11.19,3.02,3.67,-6385.75,69.78,0
2008-03-09 06:26:00,2.62,-0.01,61.39,0.02,15.18,10.96,7.83,3.64,-6284.25,68.77,0
