측정시간,로트번호,웨이퍼번호,설비번호,공정명,작업조,온도_섭씨,압력_Pa,진공도_mTorr,두께_nm,진동_mm_s,처리시간_sec,냉각수온도_섭씨,습도_pct,불량유형,검사결과
2024-05-25 09:00,LOT-0046,23,EQ-03,식각,A조,302.4,1017.9,4.89,101.24,0.44,125.9,21.46,48.2,,0
2024-05-25 12:00,LOT-0084,8,EQ-04,증착,C조,297.2,1020.2,4.79,101.36,0.544,129.1,19.12,42.0,,0
2024-05-25 19:00,LOT-0010,9,EQ-03,증착,C조,302.2,1037.2,5.29,102.96,0.446,111.6,19.29,42.2,,0
2024-05-25 20:00,LOT-0399,2,EQ-02,세정,A조,307.0,1007.3,5.05,103.84,0.676,126.9,19.93,48.7,,0
2024-05-25 23:00,LOT-0224,19,EQ-04,포토,C조,296.6,1021.3,5.01,99.13,0.438,121.1,20.04,42.7,,0
2024-05-26 00:00,LOT-0792,9,EQ-01,증착,B조,301.4,1023.0,5.08,100.82,0.506,122.4,21.13,49.0,,0
2024-05-26 03:00,LOT-0889,17,EQ-03,증착,B조,299.8,1025.0,4.89,99.4,0.461,120.8,20.98,40.1,,0
2024-05-26 11:00,LOT-0342,7,EQ-04,산화,C조,305.2,1012.9,5.27,100.53,0.507,122.5,17.5,40.4,,0
2024-05-26 17:00,LOT-0210,7,EQ-03,세정,C조,299.9,1018.9,5.23,100.15,0.55,118.6,18.17,46.8,,0
2024-05-26 18:00,LOT-0608,7,EQ-01,포토,C조,293.0,994.8,4.63,98.47,0.492,117.9,20.34,43.7,,0
2024-05-27 08:00,LOT-0238,24,EQ-02,포토,B조,313.8,1001.7,4.88,108.12,0.588,125.3,19.46,44.3,,0
2024-05-27 10:00,LOT-0626,6,EQ-04,세정,A조,305.6,996.9,5.06,108.39,0.5,113.0,19.14,39.3,,0
2024-05-27 19:00,LOT-0659,5,EQ-01,식각,B조,298.7,1016.0,4.89,98.67,0.477,120.2,20.67,48.5,,0
2024-05-27 21:00,LOT-0393,24,EQ-03,포토,A조,295.1,1027.4,4.92,98.44,0.565,118.9,21.24,43.4,,0
2024-05-28 01:00,LOT-0765,23,EQ-02,포토,B조,289.4,1015.4,4.54,94.69,0.647,117.5,18.61,49.2,,0
2024-05-28 10:00,LOT-0858,19,EQ-02,식각,A조,300.0,993.9,4.59,103.86,0.679,116.5,19.83,50.0,,0
2024-05-28 20:00,LOT-0463,16,EQ-02,산화,A조,297.7,1016.0,4.86,100.13,0.584,126.2,19.85,43.7,,0
2024-05-28 23:00,LOT-0080,9,EQ-04,포토,C조,307.0,1018.2,4.18,104.6,0.469,112.3,21.56,50.2,파티클,1
2024-05-29 07:00,LOT-0738,6,EQ-02,세정,B조,299.9,1013.2,4.65,101.4,0.623,118.7,19.34,45.0,,0
2024-05-29 14:00,LOT-0199,13,EQ-02,식각,C조,291.3,1011.9,5.65,95.86,0.651,130.7,20.71,48.3,,0
2024-05-29 21:00,LOT-0113,20,EQ-04,식각,C조,302.7,1013.7,4.9,100.18,0.475,132.7,20.28,46.1,,0
2024-05-30 02:00,LOT-0396,16,EQ-03,세정,B조,297.2,1025.5,5.0,98.18,0.489,122.9,19.17,43.8,,0
2024-05-30 09:00,LOT-0161,21,EQ-04,식각,C조,302.9,1023.0,5.11,99.33,0.386,112.8,21.03,46.6,,0
2024-05-30 14:00,LOT-0718,18,EQ-02,세정,A조,311.2,1002.1,5.47,112.0,0.618,126.7,19.74,40.9,,0
2024-05-30 19:00,LOT-0157,10,EQ-01,식각,A조,301.5,1006.1,5.47,98.41,0.601,119.3,22.07,55.8,,0
2024-05-31 09:00,LOT-0742,19,EQ-03,산화,C조,301.4,1018.1,4.77,101.83,0.597,113.1,20.41,42.9,,0
2024-05-31 10:00,LOT-0067,24,EQ-03,식각,B조,300.9,1017.1,4.24,106.24,0.436,117.7,20.81,46.1,,0
2024-05-31 11:00,LOT-0639,23,EQ-03,세정,C조,295.2,1017.6,4.72,93.41,0.441,123.3,21.45,50.5,,0
2024-05-31 12:00,LOT-0198,2,EQ-02,세정,C조,297.6,1005.0,4.1,102.41,0.575,114.6,18.73,41.0,,0
2024-05-31 15:00,LOT-0532,13,EQ-04,식각,B조,306.9,1003.9,4.53,102.38,0.519,118.1,21.98,34.1,,0
2024-05-31 18:00,LOT-0037,24,EQ-01,세정,C조,299.7,997.0,4.02,98.14,0.503,119.4,21.44,41.7,,0
2024-06-01 01:00,LOT-0849,24,EQ-04,증착,C조,298.5,1013.4,5.19,103.98,0.463,132.5,21.28,49.0,,0
2024-06-01 06:00,LOT-0309,25,EQ-01,포토,A조,299.7,1018.5,4.5,102.41,0.472,114.5,20.73,48.6,,0
2024-06-01 11:00,LOT-0267,17,EQ-01,식각,C조,303.0,997.6,5.26,102.64,0.575,118.7,19.11,43.6,,0
2024-06-01 12:00,LOT-0736,1,EQ-02,산화,A조,302.9,1010.9,5.13,103.79,0.639,123.2,22.34,48.5,정렬 불량,1
2024-06-01 14:00,LOT-0868,17,EQ-01,식각,C조,302.1,1013.3,4.87,98.67,0.473,131.5,19.64,48.5,,0
2024-06-01 15:00,LOT-0062,12,EQ-01,포토,B조,303.8,1005.8,4.87,103.83,0.496,116.0,20.65,44.2,,0
2024-06-01 16:00,LOT-0007,23,EQ-03,포토,B조,300.9,1019.4,5.28,100.3,0.493,105.6,18.54,47.2,,0
2024-06-01 19:00,LOT-0164,1,EQ-01,세정,B조,303.0,1012.7,4.62,100.59,0.489,120.1,19.1,43.3,,0
2024-06-02 01:00,LOT-0108,22,EQ-04,포토,B조,305.0,1017.5,5.17,106.74,0.529,113.8,22.62,46.1,,0
2024-06-02 02:00,LOT-0649,21,EQ-02,세정,B조,301.8,1009.1,5.03,97.98,0.5,112.8,20.71,45.6,,0
2024-06-02 03:00,LOT-0340,15,EQ-02,증착,A조,295.9,1015.9,5.27,99.46,0.569,121.1,20.89,44.9,,0
2024-06-02 04:00,LOT-0164,10,EQ-02,식각,C조,303.1,1006.4,5.18,102.93,0.741,118.5,19.83,50.4,,0
2024-06-02 06:00,LOT-0531,25,EQ-02,세정,A조,294.6,1015.3,4.91,96.61,0.679,111.3,19.56,44.0,,0
2024-06-02 07:00,LOT-0683,10,EQ-01,산화,B조,303.1,1001.1,4.24,101.53,0.392,115.7,20.42,41.8,,0
2024-06-02 08:00,LOT-0076,3,EQ-01,식각,B조,304.4,1010.3,4.88,102.15,0.488,120.4,19.62,40.8,,0
2024-06-02 10:00,LOT-0410,5,EQ-04,세정,C조,311.1,1001.7,5.69,105.96,0.503,117.7,19.0,42.4,,0
2024-06-02 20:00,LOT-0217,21,EQ-04,증착,A조,297.0,1013.6,5.08,101.33,0.472,115.0,21.94,40.4,,0
2024-06-02 21:00,LOT-0474,14,EQ-03,증착,A조,306.6,1012.6,5.06,106.35,0.416,110.5,19.38,51.1,,0
2024-06-03 00:00,LOT-0691,7,EQ-01,세정,C조,298.6,1006.0,5.15,96.55,0.507,121.8,21.57,43.7,,0
2024-06-03 02:00,LOT-0440,24,EQ-03,포토,A조,292.9,1031.9,5.01,94.0,0.494,118.3,20.96,50.4,,0
2024-06-03 05:00,LOT-0330,16,EQ-02,식각,C조,298.0,1009.5,4.21,97.85,0.586,112.3,18.23,43.6,,0
2024-06-03 06:00,LOT-0199,3,EQ-03,식각,C조,304.5,1036.9,5.35,106.44,0.473,117.6,18.67,42.7,,0
2024-06-03 18:00,LOT-0147,20,EQ-03,식각,B조,308.4,1019.3,4.41,105.07,0.534,125.7,20.12,43.0,,0
2024-06-03 23:00,LOT-0427,21,EQ-03,산화,B조,297.9,1024.5,4.71,101.3,0.523,116.8,20.26,54.0,,0
2024-06-04 03:00,LOT-0509,15,EQ-01,포토,A조,298.2,1018.9,5.42,100.62,0.568,121.1,21.88,48.2,,0
2024-06-04 04:00,LOT-0555,5,EQ-02,세정,B조,306.8,1015.0,4.49,100.78,0.622,122.7,20.9,47.4,,0
2024-06-04 11:00,LOT-0204,20,EQ-01,세정,A조,297.1,1019.6,5.09,97.63,0.536,123.3,22.95,46.9,,0
2024-06-04 17:00,LOT-0533,13,EQ-03,증착,C조,300.8,1024.7,4.94,99.63,0.492,125.2,20.46,46.4,,0
2024-06-04 22:00,LOT-0121,14,EQ-04,산화,C조,309.3,1021.8,5.33,102.55,0.544,120.0,21.97,48.4,,0
2024-06-05 03:00,LOT-0350,7,EQ-01,세정,B조,299.3,1009.2,5.49,102.53,0.505,115.8,16.96,44.4,,0
2024-06-05 10:00,LOT-0220,13,EQ-01,세정,A조,300.8,1011.0,5.05,102.19,0.518,127.8,18.46,38.9,,0
2024-06-05 11:00,LOT-0303,14,EQ-03,포토,A조,300.6,1014.4,4.95,97.27,0.462,116.8,20.13,41.8,오염,1
2024-06-05 12:00,LOT-0494,5,EQ-01,산화,A조,301.9,1021.0,3.87,98.62,0.492,130.3,20.12,46.4,,0
2024-06-05 14:00,LOT-0742,11,EQ-03,포토,B조,302.5,1026.1,5.37,104.02,0.531,118.9,19.37,47.3,,0
2024-06-05 21:00,LOT-0307,14,EQ-01,세정,C조,303.3,1011.5,5.26,100.87,0.526,111.7,18.55,38.9,,0
2024-06-05 23:00,LOT-0729,23,EQ-03,포토,B조,299.0,1021.4,4.84,99.71,0.505,120.1,18.88,41.0,,0
2024-06-06 03:00,LOT-0394,25,EQ-02,식각,A조,289.8,1031.1,5.08,101.79,0.597,112.2,19.98,43.7,,0
2024-06-06 05:00,LOT-0232,24,EQ-04,식각,C조,299.9,1010.2,4.96,99.88,0.496,115.8,19.25,43.5,전기적 특성 불량,1
2024-06-06 07:00,LOT-0044,3,EQ-02,산화,B조,304.0,999.6,4.67,103.26,0.65,119.0,17.63,48.5,,0
2024-06-06 14:00,LOT-0815,18,EQ-01,증착,C조,292.4,1014.9,4.78,93.95,0.502,116.4,17.9,39.5,,0
2024-06-06 17:00,LOT-0504,21,EQ-02,증착,B조,300.3,1004.0,4.85,99.39,0.724,126.3,18.71,46.5,,0
2024-06-07 03:00,LOT-0154,9,EQ-04,증착,A조,294.8,1021.0,5.38,97.27,0.427,124.3,19.86,44.2,,0
2024-06-07 05:00,LOT-0540,10,EQ-04,세정,A조,298.5,997.9,4.61,96.3,0.495,124.8,17.61,42.2,,0
2024-06-07 07:00,LOT-0210,24,EQ-02,세정,B조,300.8,1007.2,5.36,96.03,0.593,123.5,17.37,46.5,,0
2024-06-07 08:00,LOT-0894,23,EQ-02,식각,A조,298.5,1003.0,4.99,99.28,0.612,121.6,20.58,45.3,,0
2024-06-07 11:00,LOT-0896,18,EQ-04,세정,B조,303.2,1003.2,4.26,99.86,0.494,126.3,20.85,47.9,,0
2024-06-07 16:00,LOT-0572,17,EQ-02,증착,A조,287.6,1004.5,5.1,97.28,0.718,113.3,19.97,43.2,,0
2024-06-07 17:00,LOT-0735,10,EQ-03,포토,C조,301.3,1039.5,4.66,100.42,0.528,115.0,21.59,48.0,,0
2024-06-07 19:00,LOT-0127,24,EQ-04,세정,A조,292.3,1013.0,5.13,96.2,0.496,117.8,20.29,41.3,,0
2024-06-07 23:00,LOT-0824,25,EQ-03,세정,A조,305.4,1030.9,5.54,99.69,0.522,113.9,19.62,50.5,,0
2024-06-08 00:00,LOT-0100,14,EQ-01,세정,B조,299.3,1021.5,4.71,97.89,0.445,117.8,19.64,48.6,,0
2024-06-08 01:00,LOT-0547,5,EQ-02,식각,C조,292.0,1012.6,4.53,94.3,0.647,113.2,22.6,47.1,,0
2024-06-08 05:00,LOT-0635,15,EQ-03,식각,B조,301.2,1013.9,4.41,105.97,0.465,125.4,21.92,43.6,,0
2024-06-08 06:00,LOT-0771,15,EQ-04,식각,B조,303.7,1019.0,4.74,101.84,0.586,112.3,19.27,48.3,오염,1
2024-06-08 09:00,LOT-0531,1,EQ-02,포토,A조,302.9,1005.7,4.52,100.03,0.669,117.3,20.97,44.6,정렬 불량,1
2024-06-08 14:00,LOT-0244,22,EQ-03,식각,B조,299.4,1016.6,4.91,96.43,0.453,110.0,19.65,41.2,,0
2024-06-08 15:00,LOT-0319,24,EQ-03,포토,B조,295.4,1016.8,4.46,96.87,0.515,112.5,19.28,49.0,정렬 불량,1
2024-06-08 16:00,LOT-0872,4,EQ-02,식각,B조,305.1,1006.6,4.68,105.19,0.59,118.6,17.44,48.9,,0
2024-06-08 20:00,LOT-0063,10,EQ-01,식각,B조,298.9,1012.3,5.21,101.29,0.545,120.1,19.01,40.8,,0
2024-06-09 00:00,LOT-0227,5,EQ-04,산화,C조,305.0,1010.9,5.1,103.81,0.472,115.4,22.0,48.6,,0
2024-06-09 06:00,LOT-0124,19,EQ-01,증착,C조,296.0,1016.9,5.24,98.39,0.496,112.4,20.05,40.1,,0
2024-06-09 09:00,LOT-0880,9,EQ-02,산화,C조,291.5,1007.5,4.97,98.24,0.644,112.9,22.79,42.4,,0
2024-06-09 12:00,LOT-0270,6,EQ-01,식각,C조,299.8,989.5,5.07,96.68,0.485,107.4,18.2,46.5,,0
2024-06-09 14:00,LOT-0263,6,EQ-03,식각,C조,304.0,1038.8,4.65,98.96,0.504,92.6,20.8,42.7,,0
2024-06-09 16:00,LOT-0469,16,EQ-01,세정,B조,299.2,1011.3,5.27,95.76,0.529,125.1,20.36,48.8,,0
2024-06-09 18:00,LOT-0493,14,EQ-04,산화,B조,298.7,1007.4,5.12,101.21,0.45,116.6,20.63,48.2,,0
2024-06-10 00:00,LOT-0038,3,EQ-01,산화,A조,301.9,1007.5,4.71,105.74,0.451,112.9,18.82,46.1,,0
2024-06-10 02:00,LOT-0269,20,EQ-04,포토,C조,300.4,1000.2,5.65,101.69,0.496,127.7,19.22,38.4,,0
2024-06-10 04:00,LOT-0592,3,EQ-01,증착,A조,304.3,1018.9,4.92,101.65,0.525,118.7,19.5,45.7,,0
2024-06-10 09:00,LOT-0262,21,EQ-04,식각,C조,290.8,1019.5,4.56,93.82,0.502,117.7,18.09,39.6,오염,1
2024-06-10 20:00,LOT-0026,24,EQ-02,세정,A조,303.9,1008.3,4.8,96.34,0.696,130.6,18.42,42.7,,0
2024-06-11 03:00,LOT-0708,18,EQ-02,세정,A조,305.6,1011.5,4.48,101.82,0.558,117.2,23.17,45.9,,0
2024-06-11 04:00,LOT-0848,5,EQ-04,산화,A조,299.3,1002.9,5.33,97.34,0.564,121.5,18.34,44.8,,0
2024-06-11 20:00,LOT-0775,15,EQ-02,증착,B조,289.4,1002.1,5.18,95.7,0.688,120.5,20.55,43.4,,0
2024-06-12 01:00,LOT-0310,23,EQ-02,산화,C조,312.5,1012.6,5.2,108.55,0.763,115.5,19.79,51.1,,0
2024-06-12 04:00,LOT-0660,25,EQ-03,증착,C조,296.9,1017.4,5.6,100.87,0.514,117.2,21.85,43.7,,0
2024-06-12 09:00,LOT-0233,16,EQ-02,세정,A조,298.7,1014.8,5.28,97.85,0.649,129.2,21.28,47.9,,0
2024-06-12 19:00,LOT-0314,3,EQ-02,포토,B조,294.2,995.0,5.16,97.15,0.634,126.5,19.01,41.5,식각 과다,1
2024-06-13 00:00,LOT-0230,12,EQ-02,증착,C조,305.3,992.8,4.85,100.38,0.699,125.3,19.77,44.9,,0
2024-06-13 10:00,LOT-0023,15,EQ-02,세정,B조,296.0,997.9,4.98,96.73,0.761,124.8,20.16,41.3,,0
2024-06-14 00:00,LOT-0354,4,EQ-03,산화,B조,291.4,1022.9,5.46,98.75,0.418,128.2,19.76,40.3,,0
2024-06-14 06:00,LOT-0014,17,EQ-03,세정,A조,298.3,1020.7,4.49,98.61,0.485,117.0,17.79,42.1,,0
2024-06-14 19:00,LOT-0546,19,EQ-02,포토,B조,295.2,1013.2,5.39,94.87,0.634,110.7,20.21,38.0,전기적 특성 불량,1
2024-06-14 22:00,LOT-0531,21,EQ-01,식각,C조,298.0,1021.8,5.25,102.75,0.57,113.9,20.89,42.2,,0
2024-06-15 00:00,LOT-0687,19,EQ-04,산화,C조,304.7,999.3,4.73,98.56,0.41,134.5,18.58,47.0,,0
2024-06-15 02:00,LOT-0678,23,EQ-01,세정,A조,301.7,1002.9,5.38,100.82,0.502,114.4,19.76,41.1,,0
2024-06-16 03:00,LOT-0785,20,EQ-04,세정,C조,295.1,1021.3,5.1,96.99,0.58,125.4,21.68,42.5,전기적 특성 불량,1
2024-06-16 06:00,LOT-0416,20,EQ-01,산화,C조,297.1,1012.4,4.91,102.77,0.466,126.5,20.83,48.3,,0
2024-06-16 08:00,LOT-0750,19,EQ-02,세정,C조,305.9,1012.7,5.07,102.39,0.575,127.7,18.56,43.7,,0
2024-06-16 10:00,LOT-0423,1,EQ-01,식각,A조,297.7,1014.8,4.75,101.66,0.453,117.4,19.78,40.6,,0
2024-06-16 12:00,LOT-0891,19,EQ-03,포토,B조,301.0,1030.7,4.96,103.92,0.453,117.9,19.6,48.8,,0
2024-06-16 15:00,LOT-0224,19,EQ-01,산화,C조,301.1,1008.6,5.5,99.92,0.559,112.3,21.34,44.4,,0
2024-06-16 20:00,LOT-0642,4,EQ-03,식각,A조,299.4,1027.0,4.89,101.43,0.543,107.8,20.38,45.8,,0
2024-06-17 02:00,LOT-0470,15,EQ-01,포토,B조,300.3,1004.3,5.52,98.98,0.451,128.5,19.46,45.1,,0
2024-06-17 09:00,LOT-0158,12,EQ-04,세정,C조,303.8,1007.2,4.61,105.55,0.486,116.2,20.41,45.5,오염,1
2024-06-17 12:00,LOT-0636,2,EQ-02,세정,B조,289.6,1013.6,5.0,98.28,0.681,122.6,18.68,47.8,,0
2024-06-18 09:00,LOT-0719,5,EQ-04,증착,C조,297.1,1014.7,4.64,99.52,0.501,116.6,21.64,42.4,,0
2024-06-18 11:00,LOT-0277,1,EQ-03,식각,B조,296.6,1022.6,4.76,98.35,0.489,122.1,17.87,46.8,,0
2024-06-18 12:00,LOT-0273,17,EQ-03,포토,A조,301.8,1028.4,5.39,102.86,0.583,115.8,18.84,49.3,,0
2024-06-18 17:00,LOT-0173,6,EQ-04,산화,A조,300.4,1017.3,4.91,98.27,0.516,123.0,19.91,44.9,,0
2024-06-18 19:00,LOT-0256,11,EQ-04,포토,A조,300.7,1013.9,5.0,104.24,0.401,115.2,19.77,38.9,,0
2024-06-18 23:00,LOT-0167,16,EQ-03,증착,B조,298.8,1011.4,5.24,99.4,0.505,111.8,17.26,49.5,패턴 불량,1
2024-06-19 04:00,LOT-0130,19,EQ-03,증착,A조,300.0,1032.2,4.94,99.96,0.422,130.2,19.33,48.9,,0
2024-06-19 09:00,LOT-0114,2,EQ-03,식각,B조,294.5,1016.5,4.89,97.7,0.459,118.2,18.73,45.7,,0
2024-06-19 13:00,LOT-0315,2,EQ-01,포토,B조,298.7,1008.5,4.86,96.77,0.474,115.5,20.73,41.6,,0
2024-06-19 15:00,LOT-0153,12,EQ-02,식각,A조,299.1,1012.0,4.86,103.61,0.562,112.8,19.94,50.1,,0
2024-06-19 20:00,LOT-0595,17,EQ-01,식각,A조,301.9,1005.9,4.94,101.4,0.564,109.9,22.45,44.4,,0
2024-06-19 21:00,LOT-0564,15,EQ-01,산화,B조,303.3,1001.8,5.12,105.63,0.497,123.3,20.62,45.2,,0
2024-06-19 22:00,LOT-0728,12,EQ-01,식각,A조,301.2,1001.1,5.83,99.68,0.571,125.0,17.95,41.6,,0
2024-06-20 02:00,LOT-0551,6,EQ-01,세정,A조,303.6,1005.4,4.66,100.84,0.59,121.9,19.81,54.4,,0
2024-06-20 08:00,LOT-0713,13,EQ-02,세정,C조,303.5,1012.9,5.98,102.58,0.624,119.4,20.4,42.4,,0
2024-06-20 14:00,LOT-0110,14,EQ-04,산화,B조,303.2,1011.1,5.51,100.25,0.539,125.1,21.45,50.3,,0
2024-06-20 17:00,LOT-0479,19,EQ-02,포토,B조,299.6,1020.4,4.9,100.45,0.551,127.4,21.26,41.2,,0
2024-06-20 19:00,LOT-0440,24,EQ-01,증착,C조,299.7,1002.1,4.36,101.38,0.488,124.1,19.73,45.8,,0
2024-06-20 20:00,LOT-0370,20,EQ-04,식각,C조,301.8,1019.0,4.83,101.27,0.47,128.7,18.22,47.6,,0
2024-06-20 22:00,LOT-0084,4,EQ-04,세정,C조,303.4,1013.4,4.73,101.98,0.432,116.3,22.2,43.2,,0
2024-06-21 09:00,LOT-0432,15,EQ-03,증착,A조,306.2,1031.4,5.62,106.69,0.524,117.5,19.35,43.3,,0
2024-06-21 10:00,LOT-0002,14,EQ-01,식각,A조,294.4,1002.1,5.19,96.76,0.499,117.8,19.67,41.0,,0
2024-06-21 13:00,LOT-0094,25,EQ-02,증착,A조,291.5,1009.9,4.45,93.19,0.484,125.8,19.73,39.4,,0
2024-06-22 01:00,LOT-0256,25,EQ-03,포토,A조,300.7,1011.9,5.3,99.55,0.44,113.8,19.17,41.9,,0
2024-06-22 03:00,LOT-0318,14,EQ-02,산화,B조,295.8,1015.0,5.01,93.49,0.612,112.6,22.54,48.6,,0
2024-06-22 12:00,LOT-0742,24,EQ-02,식각,A조,312.6,1006.3,5.1,103.53,0.698,116.7,20.39,38.2,,0
2024-06-22 16:00,LOT-0815,14,EQ-01,증착,B조,302.0,1021.7,5.33,102.58,0.441,117.5,18.26,47.8,,0
2024-06-22 22:00,LOT-0371,7,EQ-01,식각,A조,299.8,999.9,4.14,95.86,0.539,127.9,19.36,38.5,,0
2024-06-23 04:00,LOT-0833,1,EQ-03,증착,A조,299.8,1031.0,4.95,101.5,0.472,109.2,20.14,42.7,,0
2024-06-23 11:00,LOT-0109,3,EQ-04,산화,A조,299.9,1015.5,5.22,94.9,0.463,116.6,19.96,48.0,파티클,1
2024-06-23 15:00,LOT-0353,2,EQ-02,세정,B조,292.3,1016.5,5.44,95.0,0.664,106.4,18.71,44.2,,0
2024-06-23 22:00,LOT-0218,21,EQ-02,포토,C조,304.0,1008.7,5.07,98.61,0.508,116.3,19.77,49.3,,0
2024-06-24 17:00,LOT-0619,23,EQ-02,포토,A조,306.7,1011.9,4.82,104.08,0.6,129.2,21.01,51.9,,0
2024-06-24 19:00,LOT-0543,8,EQ-04,산화,B조,291.0,1003.8,5.37,96.6,0.481,113.6,22.18,43.2,패턴 불량,1
2024-06-25 03:00,LOT-0224,13,EQ-03,세정,B조,299.0,1022.6,4.75,98.24,0.518,119.2,21.24,46.2,,0
2024-06-25 06:00,LOT-0799,1,EQ-03,산화,C조,305.0,1031.6,4.88,103.53,0.444,125.8,19.29,47.6,,0
2024-06-25 10:00,LOT-0224,20,EQ-02,포토,A조,289.1,1006.0,4.93,95.07,0.776,122.0,19.88,46.3,식각 과다,1
2024-06-25 11:00,LOT-0392,7,EQ-04,산화,A조,306.2,1007.4,4.36,99.7,0.501,107.4,20.28,41.8,,0
2024-06-25 13:00,LOT-0582,9,EQ-01,세정,A조,298.0,998.5,5.18,100.42,0.472,130.1,17.7,44.5,,0
2024-06-25 14:00,LOT-0818,7,EQ-01,산화,B조,299.6,1017.3,4.78,95.88,0.486,121.1,19.57,44.3,,0
2024-06-25 18:00,LOT-0109,9,EQ-01,산화,A조,300.8,1007.8,4.76,102.93,0.518,118.2,19.74,46.0,,0
2024-06-25 23:00,LOT-0284,4,EQ-02,산화,C조,292.9,1023.5,4.78,95.16,0.646,119.1,19.83,43.8,,0
2024-06-26 07:00,LOT-0531,4,EQ-01,식각,A조,298.8,1021.3,4.82,97.13,0.528,125.9,22.47,50.3,,0
2024-06-26 12:00,LOT-0021,8,EQ-04,세정,C조,299.9,1012.3,4.27,101.21,0.48,124.9,20.38,46.2,식각 과다,1
2024-06-27 00:00,LOT-0681,21,EQ-02,증착,C조,304.0,1009.4,5.3,100.76,0.666,113.3,18.76,48.3,,0
2024-06-27 01:00,LOT-0387,24,EQ-04,증착,B조,307.2,1001.1,5.53,105.26,0.52,130.0,19.81,47.5,,0
2024-06-28 01:00,LOT-0102,14,EQ-02,세정,C조,300.9,1014.7,5.36,99.25,0.653,117.4,20.54,46.3,,0
2024-06-28 05:00,LOT-0872,11,EQ-04,산화,B조,304.6,1007.7,4.61,103.47,0.516,107.2,18.85,49.0,,0
2024-06-28 09:00,LOT-0633,23,EQ-03,포토,C조,301.0,1019.8,5.01,95.98,0.428,120.3,17.86,45.5,,0
2024-06-28 12:00,LOT-0166,2,EQ-03,포토,C조,302.5,1028.9,4.47,100.67,0.541,122.4,21.69,46.9,,0
2024-06-28 13:00,LOT-0071,10,EQ-04,증착,C조,299.6,1019.2,4.61,100.19,0.544,108.1,19.42,43.0,,0
2024-06-28 16:00,LOT-0581,5,EQ-01,세정,B조,301.4,1012.2,5.27,100.52,0.431,122.3,19.41,38.7,,0
2024-06-28 22:00,LOT-0589,13,EQ-01,세정,B조,300.9,994.6,4.74,99.93,0.465,114.1,19.31,52.4,,0
2024-06-29 02:00,LOT-0362,22,EQ-02,세정,B조,309.4,1019.5,5.34,103.71,0.583,119.6,19.51,44.3,,0
2024-06-29 18:00,LOT-0725,1,EQ-02,산화,C조,300.4,1018.9,4.57,99.66,0.707,113.9,19.33,49.8,,0
2024-06-30 09:00,LOT-0380,9,EQ-02,세정,B조,301.6,1015.7,5.29,102.87,0.548,125.7,19.78,44.0,,0
2024-06-30 18:00,LOT-0105,19,EQ-01,산화,C조,298.9,1001.7,4.81,99.33,0.555,127.6,20.33,47.3,,0
2024-07-01 10:00,LOT-0625,17,EQ-03,세정,B조,300.9,1021.7,5.24,101.11,0.532,113.9,20.38,41.9,,0
2024-07-01 16:00,LOT-0564,14,EQ-04,세정,B조,302.9,994.8,4.7,101.49,0.568,122.1,18.68,46.8,,0
2024-07-01 18:00,LOT-0898,24,EQ-01,산화,C조,301.9,1010.5,5.0,103.81,0.51,129.0,18.92,42.2,,0
2024-07-01 20:00,LOT-0314,21,EQ-03,증착,B조,300.2,1015.4,4.9,101.15,0.437,122.3,17.72,43.3,,0
2024-07-02 03:00,LOT-0181,25,EQ-02,증착,C조,298.2,1013.3,4.9,97.87,0.709,118.4,19.87,38.4,,0
2024-07-02 07:00,LOT-0300,24,EQ-02,식각,A조,300.5,1022.1,4.64,101.96,0.724,115.6,20.47,44.4,,0
2024-07-02 10:00,LOT-0754,13,EQ-03,포토,B조,304.1,1046.0,4.04,100.08,0.548,125.1,20.18,44.6,,0
2024-07-02 21:00,LOT-0670,23,EQ-04,증착,A조,291.9,1028.2,4.93,93.64,0.471,114.6,20.42,48.5,,0
2024-07-03 02:00,LOT-0371,18,EQ-01,산화,C조,294.9,1015.9,4.95,97.18,0.436,118.7,19.36,48.6,,0
2024-07-03 04:00,LOT-0653,21,EQ-04,포토,C조,303.2,1007.9,4.7,103.23,0.415,125.1,20.36,45.7,,0
2024-07-03 10:00,LOT-0807,25,EQ-01,산화,C조,293.8,1014.7,5.18,100.27,0.469,126.8,19.87,48.4,,0
2024-07-03 15:00,LOT-0660,16,EQ-01,포토,C조,294.9,1013.2,5.02,96.79,0.505,117.4,19.81,43.5,패턴 불량,1
2024-07-03 17:00,LOT-0136,2,EQ-01,증착,B조,300.7,1010.9,4.66,97.21,0.436,118.5,19.95,51.5,,0
